|claim_number|trigger_type |claim_type        |
|2876149333  |investigation|NEW               |
|2883046327  |Approve      |NEW               |
|2883046328  |Approve      |NEW               |
|2876149521  |investigation|NEW               |
|2890051331  |investigation|NEW               |
|2883046323  |Query        |NEW               |
|2883046293  |Approve      |CLAIM REOPEN      |
|2876150167  |Approve      |CLAIM REOPEN      |
|2876149606  |investigation|NEW               |
|2890051457  |investigation|NEW               |
|2883046295  |Approve      |CLAIM REOPEN      |
|2890051553  |Repudiation  |NEW               |
|2883044776  |Approve      |NEW               |
|2883046324  |Approve      |NEW               |
|2876149862  |investigation|NEW               |
|2890051413  |investigation|NEW               |
|2883046400  |Approve      |CLAIM REOPEN      |
|2883046401  |Approve      |CLAIM REOPEN      |
|2883046325  |Approve      |NEW               |
|2876149547  |Repudiation  |NEW               |
|2876149605  |investigation|NEW               |
|2876149346  |Query        |NEW               |
|2883046313  |Approve      |NEW               |
|2883046409  |Approve      |NEW               |
|2883046332  |Approve      |NEW               |
|2883046410  |Approve      |NEW               |
|2883046337  |Approve      |NEW               |
|2890051357  |investigation|NEW               |
|2883046406  |Query        |NEW               |
|2883046411  |Approve      |NEW               |
|2876149137  |Approve      |NEW               |
|2883046338  |Approve      |NEW               |
|2846002122  |Repudiation  |NEW               |
|2876149404  |investigation|NEW               |
|2883046408  |Approve      |NEW               |
|2846002125  |investigation|NEW               |
|2876150310  |Repudiation  |NEW               |
|2883046351  |Approve      |NEW               |
|2876149354  |investigation|NEW               |
|2846002126  |investigation|NEW               |
|2883046352  |Approve      |NEW               |
|2883046353  |Approve      |NEW               |
|2825186188  |Query        |NEW               |
|2825185473  |Query        |NEW               |
|2890051246  |Repudiation  |NEW               |
|2825186225  |Approve      |NEW               |
|2883046350  |Approve      |NEW               |
|2883046335  |Query        |NEW               |
|2883046348  |Approve      |NEW               |
|2883046349  |Approve      |NEW               |
|2825186612  |Query        |NEW               |
|2825186609  |Repudiation  |NEW               |
|2876148543  |Approve      |NEW               |
|2883046382  |Approve      |NEW               |
|2883046333  |Approve      |NEW               |
|2876149591  |Query        |NEW               |
|2876149455  |Approve      |NEW               |
|2876149420  |Approve      |NEW               |
|2883046371  |Approve      |NEW               |
|2876149648  |investigation|NEW               |
|2883046334  |Query        |NEW               |
|2890051236  |investigation|NEW               |
|2883046372  |Approve      |NEW               |
|2825186514  |Query        |NEW               |
|2883046373  |Approve      |NEW               |
|2890051440  |Repudiation  |NEW               |
|2883046374  |Approve      |NEW               |
|2883046387  |Approve      |NEW               |
|2883046369  |Approve      |NEW               |
|2876147845  |Approve      |NEW               |
|2846002128  |investigation|NEW               |
|2883046388  |investigation|NEW               |
|2876149542  |Repudiation  |NEW               |
|2883046370  |Approve      |NEW               |
|2876150565  |Approve      |PRE AND POST CLAIM|
|2876150538  |Approve      |NEW               |
|2883046419  |Approve      |NEW               |
|2883046412  |Approve      |NEW               |
|2883046413  |Approve      |NEW               |
|2883046384  |Approve      |NEW               |
|2883046414  |Approve      |NEW               |
|2883046415  |Approve      |NEW               |
|2883046416  |Approve      |NEW               |
|2876150527  |Approve      |NEW               |
|2883046418  |Approve      |NEW               |
|2876146191  |Approve      |PRE AND POST CLAIM|
|2883046395  |Approve      |NEW               |
|2883046417  |Approve      |NEW               |
|2890051507  |investigation|NEW               |
|2883046397  |Approve      |NEW               |
|2876149568  |investigation|NEW               |
|2825186093  |Approve      |NEW               |
|2876149739  |Approve      |NEW               |
|2890051455  |Repudiation  |NEW               |
|2883046399  |Approve      |NEW               |
|2876077967  |Approve      |CLAIM REOPEN      |
|2876077966  |Approve      |CLAIM REOPEN      |
|2890051301  |investigation|NEW               |
|2876149448  |investigation|NEW               |
|2876150445  |investigation|NEW               |
|2846001795  |Approve      |PRE AND POST CLAIM|
|2825182221  |Approve      |NEW               |
|2890051504  |Approve      |NEW               |
|2883046425  |Repudiation  |NEW               |
|2883046422  |Approve      |NEW               |
|2876149421  |investigation|NEW               |
|2890049017  |Query        |NEW               |
|2876147421  |Approve      |NEW               |
|2876147558  |Approve      |NEW               |
|2876149559  |investigation|NEW               |
|2883046429  |Approve      |NEW               |
|2876149270  |investigation|NEW               |
|2864029256  |Approve      |NEW               |
|2883046426  |Approve      |NEW               |
|2876150547  |Approve      |PRE AND POST CLAIM|
|2883046431  |Approve      |NEW               |
|2876147880  |Approve      |PRE AND POST CLAIM|
|2883046362  |Approve      |NEW               |
|2883046363  |Approve      |NEW               |
|2883046356  |Approve      |NEW               |
|2883046365  |Approve      |NEW               |
|2876148965  |investigation|NEW               |
|2876147058  |Approve      |NEW               |
|2883046378  |Approve      |NEW               |
|2883046380  |Approve      |NEW               |
|2883046379  |Approve      |NEW               |
|2883046381  |Approve      |NEW               |
|2876149414  |Approve      |NEW               |
|2883046392  |investigation|NEW               |
|2883046383  |Approve      |NEW               |
|2876149696  |Approve      |NEW               |
|2883046393  |Repudiation  |NEW               |
|2883046389  |Query        |NEW               |
|2890051656  |Approve      |PRE AND POST CLAIM|
|2883046394  |Repudiation  |NEW               |
|2876149363  |investigation|NEW               |
|2883046391  |Query        |NEW               |
|2890051532  |Approve      |PRE AND POST CLAIM|
|2883046396  |Approve      |NEW               |
|2876149415  |investigation|NEW               |
|2883046398  |Approve      |NEW               |
|2846002144  |investigation|NEW               |
|2883046402  |Approve      |NEW               |
|2883046403  |Repudiation  |NEW               |
|2883046420  |Approve      |NEW               |
|2876149401  |Approve      |NEW               |
|2846002146  |investigation|NEW               |
|2883046421  |Approve      |NEW               |
|2876149702  |investigation|NEW               |
|2883046424  |Approve      |NEW               |
|2883046427  |Approve      |NEW               |
|2883046428  |Query        |NEW               |
|2883046430  |Approve      |NEW               |
|2876149399  |Approve      |NEW               |
|2876149701  |Approve      |NEW               |
|2846002148  |investigation|NEW               |
|2846002129  |investigation|NEW               |
|2876149234  |investigation|NEW               |
|2846002131  |investigation|NEW               |
|2864029289  |investigation|NEW               |
|2876150273  |Approve      |PRE AND POST CLAIM|
|2876149711  |Approve      |NEW               |
|2876148377  |Approve      |NEW               |
|2876149325  |investigation|NEW               |
|2876149282  |Approve      |NEW               |
|2876149276  |Approve      |NEW               |
|2876148751  |Approve      |NEW               |
|2876149266  |investigation|NEW               |
|2876149422  |Query        |NEW               |
|2876149580  |investigation|NEW               |
|2876149295  |Approve      |NEW               |
|2876149254  |Repudiation  |NEW               |
|2876149246  |investigation|NEW               |
|2890051513  |investigation|NEW               |
|2876149124  |investigation|NEW               |
|2876149079  |investigation|NEW               |
|2890050788  |Query        |NEW               |
|2890050895  |Query        |NEW               |
|2890051359  |investigation|NEW               |
|2890051552  |Approve      |NEW               |
|2890051515  |investigation|NEW               |
|2876149168  |Approve      |NEW               |
|2876148617  |Approve      |NEW               |
|2890050579  |Approve      |NEW               |
|2890050369  |Approve      |NEW               |
|2876149510  |Approve      |NEW               |
|2876148269  |Approve      |NEW               |
|2825186119  |Approve      |NEW               |
|2876147904  |Approve      |NEW               |
|2876148514  |Approve      |NEW               |
|2876148113  |Approve      |NEW               |
|2876148570  |Approve      |NEW               |
|2890050888  |Approve      |NEW               |
|2890051421  |Approve      |NEW               |
|2890050145  |Approve      |NEW               |
|2876148481  |Approve      |NEW               |
|2890051363  |Approve      |NEW               |
|2892003055  |Approve      |NEW               |
|2876149501  |Approve      |NEW               |
|2876147427  |Approve      |NEW               |
|2876148560  |Approve      |NEW               |
|2846002086  |Approve      |NEW               |
|2876148850  |Approve      |NEW               |
|2876148460  |Approve      |NEW               |
|2876148942  |Approve      |NEW               |
|2892003036  |Approve      |NEW               |
|2890051291  |investigation|NEW               |
|2890050271  |Approve      |NEW               |
|2876143076  |Approve      |NEW               |
|2890050577  |Approve      |NEW               |
|2890050589  |Approve      |NEW               |
|2890050737  |Approve      |NEW               |
|2890050586  |Approve      |NEW               |
|2890050144  |Approve      |NEW               |
|2876147165  |Approve      |NEW               |
|2876144196  |Approve      |NEW               |
|2876149300  |Approve      |NEW               |
|2876149887  |Approve      |NEW               |
|2890051311  |investigation|NEW               |
|2876149594  |Approve      |NEW               |
|2890051071  |Approve      |NEW               |
|2825185887  |Query        |NEW               |
|2890049973  |Approve      |NEW               |
|2825185873  |Approve      |NEW               |
|2864029296  |Approve      |NEW               |
|2825185890  |Approve      |NEW               |
|2890051316  |investigation|NEW               |
|2846001882  |Approve      |NEW               |
|2890049894  |Approve      |NEW               |
|2890050209  |Approve      |NEW               |
|2876148456  |Approve      |NEW               |
|2890050232  |Approve      |NEW               |
|2890050380  |Approve      |NEW               |
|2890050783  |Approve      |NEW               |
|2876146093  |Approve      |NEW               |
|2876146251  |Approve      |NEW               |
|2876148643  |Approve      |NEW               |
|2890051740  |Approve      |NEW               |
|2890050272  |Approve      |NEW               |
|2890050557  |Approve      |NEW               |
|2825186175  |Approve      |NEW               |
|2876146392  |Approve      |NEW               |
|2876148109  |Approve      |NEW               |
|2890050760  |Approve      |NEW               |
|2825186078  |Approve      |NEW               |
|2876146272  |Approve      |NEW               |
|2890050358  |Approve      |NEW               |
|2876146410  |Approve      |NEW               |
|2825184586  |Approve      |NEW               |
|2825185891  |Approve      |NEW               |
|2825185038  |Approve      |NEW               |
|2876147694  |Approve      |NEW               |
|2890049909  |Approve      |NEW               |
|2890050102  |Approve      |NEW               |
|2846001891  |Approve      |NEW               |
|2846001892  |Approve      |NEW               |
|2890050590  |Approve      |NEW               |
|2876147686  |Approve      |NEW               |
|2876148404  |Approve      |NEW               |
|2890050458  |Approve      |NEW               |
|2890050288  |Approve      |NEW               |
|2890050488  |Approve      |NEW               |
|2890049439  |Approve      |NEW               |
|2890050680  |Approve      |NEW               |
|2890050498  |Approve      |NEW               |
|2876148007  |Approve      |NEW               |
|2876148093  |Approve      |NEW               |
|2876146701  |Approve      |NEW               |
|2876146659  |Approve      |NEW               |
|2876145042  |Approve      |NEW               |
|2876147608  |Approve      |NEW               |
|2876148418  |Approve      |NEW               |
|2876146649  |Approve      |NEW               |
|2876148237  |Approve      |NEW               |
|2876147498  |Approve      |NEW               |
|2876148887  |Approve      |NEW               |
|2876147152  |Approve      |NEW               |
|2876149494  |Approve      |NEW               |
|2864029128  |Approve      |NEW               |
|2890049934  |Approve      |NEW               |
|2876147837  |Approve      |NEW               |
|2876148690  |Approve      |NEW               |
|2825185810  |Approve      |NEW               |
|2890050601  |Approve      |NEW               |
|2890049957  |Approve      |NEW               |
|2876147775  |Approve      |NEW               |
|2890048663  |Approve      |NEW               |
|2876148646  |Approve      |NEW               |
|2876148115  |Approve      |NEW               |
|2876148051  |Approve      |NEW               |
|2876148471  |Approve      |NEW               |
|2890048987  |Approve      |NEW               |
|2825186209  |Approve      |NEW               |
|2890050241  |Approve      |NEW               |
|2876146304  |Approve      |NEW               |
|2876148496  |Approve      |NEW               |
|2876148577  |Approve      |NEW               |
|2825184125  |Approve      |NEW               |
|2825185107  |Approve      |NEW               |
|2876149007  |Approve      |NEW               |
|2876147878  |Approve      |NEW               |
|2890048689  |Approve      |NEW               |
|2876147080  |Approve      |NEW               |
|2876148284  |Approve      |NEW               |
|2876148384  |Approve      |NEW               |
|2890047470  |Approve      |NEW               |
|2876147170  |Approve      |NEW               |
|2876146286  |Approve      |NEW               |
|2876148241  |Approve      |NEW               |
|2876149152  |Approve      |NEW               |
|2876148902  |Approve      |NEW               |
|2876148752  |Approve      |NEW               |
|2890050416  |Approve      |NEW               |
|2876147533  |Approve      |NEW               |
|2876148141  |Approve      |NEW               |
|2890050354  |Approve      |NEW               |
|2876148034  |Approve      |NEW               |
|2825184834  |Approve      |NEW               |
|2876148732  |Approve      |NEW               |
|2890051539  |investigation|NEW               |
|2876149155  |Approve      |NEW               |
|2890049455  |Approve      |NEW               |
|2876148717  |Approve      |NEW               |
|2876150636  |Approve      |PRE AND POST CLAIM|
|2825186082  |Approve      |NEW               |
|2876147715  |Query        |PRE AND POST CLAIM|
|2890050735  |Approve      |NEW               |
|2890050791  |Approve      |NEW               |
|2876150304  |Approve      |NEW               |
|2825185705  |Approve      |NEW               |
|2890051334  |investigation|NEW               |
|2876147441  |Approve      |NEW               |
|2883046439  |Approve      |NEW               |
|2825185540  |Approve      |NEW               |
|2846002154  |investigation|NEW               |
|2876147090  |Repudiation  |NEW               |
|2846002120  |Repudiation  |NEW               |
|2876150369  |Approve      |CLAIM REOPEN      |
|2876149541  |Approve      |NEW               |
|2846002046  |investigation|NEW               |
|2876149260  |Repudiation  |NEW               |
|2883046443  |Query        |NEW               |
|2876149562  |investigation|NEW               |
|2876149734  |Repudiation  |NEW               |
|2883046447  |Approve      |NEW               |
|2883046451  |Approve      |NEW               |
|2883046455  |Approve      |NEW               |
|2825185896  |Approve      |NEW               |
|2876148589  |Approve      |NEW               |
|2890050478  |Approve      |NEW               |
|2876148993  |Approve      |NEW               |
|2825186142  |Approve      |NEW               |
|2825185535  |Approve      |NEW               |
|2876150492  |Approve      |NEW               |
|2890049882  |Approve      |NEW               |
|2890050587  |Approve      |NEW               |
|2890051326  |Approve      |NEW               |
|2876149536  |investigation|NEW               |
|2883046296  |Approve      |NEW               |
|2876149894  |Approve      |NEW               |
|2846002035  |investigation|NEW               |
|2890051707  |investigation|NEW               |
|2876147723  |Approve      |NEW               |
|2825186521  |Approve      |NEW               |
|2846002063  |investigation|NEW               |
|2876149647  |investigation|NEW               |
|2883046437  |Approve      |NEW               |
|2883046438  |Approve      |NEW               |
|2883046449  |Approve      |NEW               |
|2864029234  |Approve      |CLAIM REOPEN      |
|2890051487  |investigation|NEW               |
|2883046440  |Approve      |NEW               |
|2864029258  |investigation|NEW               |
|2883046436  |Approve      |NEW               |
|2876149651  |Approve      |NEW               |
|2876148119  |Approve      |NEW               |
|2883046448  |Approve      |NEW               |
|2864029173  |Approve      |CLAIM REOPEN      |
|2883046446  |Approve      |NEW               |
|2883046452  |Approve      |NEW               |
|2876149866  |Approve      |NEW               |
|2883046453  |Approve      |NEW               |
|2883046454  |Approve      |NEW               |
|2876149858  |investigation|NEW               |
|2876149274  |investigation|NEW               |
|2883046450  |investigation|NEW               |
|2890051509  |Approve      |NEW               |
|2852004157  |Repudiation  |NEW               |
|2883046457  |Query        |NEW               |
|2883046456  |Approve      |NEW               |
|2876148263  |Approve      |NEW               |
|2883046459  |Approve      |NEW               |
|2890050496  |Approve      |NEW               |
|2890050337  |Approve      |NEW               |
|2883046458  |Approve      |NEW               |
|2825186385  |Approve      |NEW               |
|2890050100  |Approve      |NEW               |
|2890050628  |Approve      |NEW               |
|2883046482  |Approve      |NEW               |
|2890048412  |Approve      |NEW               |
|2890050597  |Approve      |NEW               |
|2864029201  |Approve      |NEW               |
|2876150265  |Approve      |NEW               |
|2890050619  |Approve      |NEW               |
|2883046473  |Approve      |NEW               |
|2890050938  |investigation|NEW               |
|2883046475  |Approve      |NEW               |
|2890051021  |Approve      |NEW               |
|2883046480  |Approve      |NEW               |
|2876147413  |Approve      |NEW               |
|2883046490  |Query        |NEW               |
|2883046478  |Approve      |NEW               |
|2883046479  |Query        |NEW               |
|2876150508  |Approve      |PRE AND POST CLAIM|
|2883046483  |Approve      |NEW               |
|2883046460  |Approve      |NEW               |
|2883046488  |Approve      |NEW               |
|2883046461  |Approve      |NEW               |
|2883046465  |Approve      |NEW               |
|2883046466  |Approve      |NEW               |
|2883046467  |Approve      |NEW               |
|2890051419  |Approve      |NEW               |
|2864029306  |Approve      |NEW               |
|2825186512  |Approve      |NEW               |
|2876145837  |Approve      |NEW               |
|2883046468  |Approve      |NEW               |
|2890051123  |investigation|NEW               |
|2876150115  |investigation|NEW               |
|2890050972  |investigation|NEW               |
|2883046469  |Approve      |NEW               |
|2876146461  |Approve      |NEW               |
|2876148932  |Approve      |NEW               |
|2864029285  |Approve      |NEW               |
|2890051118  |investigation|NEW               |
|2876150118  |investigation|NEW               |
|2883046474  |Repudiation  |NEW               |
|2876150140  |investigation|NEW               |
|2883046481  |Repudiation  |NEW               |
|2864029304  |Approve      |NEW               |
|2876149575  |Approve      |NEW               |
|2883046472  |Approve      |NEW               |
|2876147610  |Approve      |NEW               |
|2876149657  |investigation|NEW               |
|2890051542  |investigation|NEW               |
|2890050916  |Approve      |NEW               |
|2876150569  |Approve      |PRE AND POST CLAIM|
|2876149603  |Approve      |NEW               |
|2890050099  |Approve      |NEW               |
|2890051150  |investigation|NEW               |
|2892003103  |Approve      |NEW               |
|2876147797  |Approve      |NEW               |
|2876148765  |Approve      |NEW               |
|2876149970  |Approve      |NEW               |
|2890049710  |Approve      |NEW               |
|2890050889  |investigation|NEW               |
|2825186110  |Approve      |NEW               |
|2876148048  |Approve      |NEW               |
|2876147158  |Approve      |NEW               |
|2890051027  |investigation|NEW               |
|2825183837  |Approve      |NEW               |
|2890049911  |Approve      |NEW               |
|2876150746  |Repudiation  |NEW               |
|2876148447  |Approve      |NEW               |
|2890051133  |Approve      |PRE AND POST CLAIM|
|2876149827  |Approve      |NEW               |
|2892003010  |Approve      |NEW               |
|2876150396  |Approve      |PRE AND POST CLAIM|
|2876149379  |investigation|NEW               |
|2890051480  |investigation|NEW               |
|2876145758  |Approve      |NEW               |
|2876149757  |Approve      |NEW               |
|2876147354  |Approve      |NEW               |
|2864029226  |Approve      |NEW               |
|2825186638  |Query        |NEW               |
|2846001719  |Approve      |NEW               |
|2876150698  |Approve      |PRE AND POST CLAIM|
|2892003009  |Approve      |NEW               |
|2876149301  |investigation|NEW               |
|2876150692  |Approve      |PRE AND POST CLAIM|
|2825186620  |Approve      |CLAIM REOPEN      |
|2890050934  |investigation|NEW               |
|2890051099  |investigation|NEW               |
|2876149552  |Query        |NEW               |
|2890050117  |Approve      |NEW               |
|2890050948  |investigation|NEW               |
|2876149374  |investigation|NEW               |
|2876149729  |Approve      |NEW               |
|2876149062  |Approve      |NEW               |
|2876148757  |Approve      |NEW               |
|2876149068  |Approve      |NEW               |
|2876148749  |Approve      |NEW               |
|2876149443  |Repudiation  |NEW               |
|2876150623  |Approve      |PRE AND POST CLAIM|
|2890051325  |Repudiation  |NEW               |
|2876150494  |Approve      |PRE AND POST CLAIM|
|2890051683  |Approve      |PRE AND POST CLAIM|
|2876147592  |Approve      |NEW               |
|2876149837  |Approve      |NEW               |
|2876150043  |Approve      |NEW               |
|2876149899  |Approve      |NEW               |
|2876147590  |Approve      |NEW               |
|2883046554  |Approve      |NEW               |
|2883046555  |Query        |NEW               |
|2883046556  |Approve      |NEW               |
|2883046557  |Approve      |NEW               |
|2883046544  |investigation|NEW               |
|2883043643  |Approve      |NEW               |
|2890051686  |Approve      |PRE AND POST CLAIM|
|2890051736  |Approve      |PRE AND POST CLAIM|
|2876150769  |Query        |NEW               |
|2876149123  |Approve      |NEW               |
|2876144527  |Approve      |NEW               |
|2883046577  |Approve      |NEW               |
|2876147805  |Approve      |NEW               |
|2883046578  |Approve      |NEW               |
|2876147511  |Approve      |NEW               |
|2876149446  |Repudiation  |NEW               |
|2890051202  |Approve      |NEW               |
|2876146697  |Approve      |NEW               |
|2890051752  |Query        |NEW               |
|2883046576  |Approve      |NEW               |
|2825186080  |Approve      |NEW               |
|2883046575  |Approve      |NEW               |
|2883046574  |Approve      |NEW               |
|2883046485  |Approve      |NEW               |
|2876148335  |Approve      |NEW               |
|2883046565  |Approve      |NEW               |
|2890049375  |Approve      |NEW               |
|2883046560  |Approve      |NEW               |
|2883046493  |Approve      |NEW               |
|2876144060  |Approve      |NEW               |
|2883046567  |Approve      |NEW               |
|2876150772  |Approve      |NEW               |
|2890050930  |Repudiation  |NEW               |
|2876145897  |Approve      |NEW               |
|2883046564  |investigation|NEW               |
|2876147160  |Approve      |NEW               |
|2883046486  |Approve      |NEW               |
|2883046492  |Query        |NEW               |
|2876145429  |Approve      |NEW               |
|2883046563  |Approve      |NEW               |
|2876150735  |Approve      |NEW               |
|2876150044  |Approve      |NEW               |
|2890051756  |Approve      |PRE AND POST CLAIM|
|2876147978  |Approve      |NEW               |
|2876148078  |Approve      |NEW               |
|2883046579  |investigation|NEW               |
|2876145782  |Approve      |NEW               |
|2883046582  |Approve      |NEW               |
|2876147933  |Approve      |NEW               |
|2883046584  |investigation|NEW               |
|2876139830  |Approve      |NEW               |
|2883046583  |Approve      |NEW               |
|2846002030  |Approve      |NEW               |
|2890051734  |Approve      |PRE AND POST CLAIM|
|2890051720  |Approve      |NEW               |
|2876149201  |Approve      |NEW               |
|2876149579  |Approve      |NEW               |
|2892003048  |Approve      |NEW               |
|2883046491  |Approve      |NEW               |
|2876149255  |investigation|NEW               |
|2883046494  |Approve      |NEW               |
|2883046495  |Approve      |NEW               |
|2890051020  |Approve      |NEW               |
|2886000635  |Query        |NEW               |
|2883046496  |Approve      |NEW               |
|2876148423  |Approve      |NEW               |
|2876148997  |investigation|NEW               |
|2890051145  |Approve      |NEW               |
|2883046502  |Approve      |NEW               |
|2890051281  |Approve      |NEW               |
|2876146131  |Approve      |NEW               |
|2825186652  |Query        |NEW               |
|2876147448  |Approve      |NEW               |
|2876148145  |Approve      |NEW               |
|2890051625  |Approve      |PRE AND POST CLAIM|
|2876148457  |Approve      |NEW               |
|2886000640  |investigation|NEW               |
|2883046503  |Query        |NEW               |
|2876149550  |investigation|NEW               |
|2876148588  |Approve      |NEW               |
|2825186087  |Query        |NEW               |
|2890051154  |investigation|NEW               |
|2825186055  |Approve      |NEW               |
|2876148434  |Approve      |NEW               |
|2890050442  |Approve      |NEW               |
|2890051184  |investigation|NEW               |
|2876148731  |investigation|NEW               |
|2876149565  |Query        |NEW               |
|2876150714  |Approve      |NEW               |
|2890051173  |Repudiation  |NEW               |
|2825186251  |Approve      |NEW               |
|2876150628  |investigation|NEW               |
|2825186561  |Approve      |PRE AND POST CLAIM|
|2846002164  |Approve      |NEW               |
|2876150302  |Query        |NEW               |
|2890050920  |investigation|NEW               |
|2890049482  |Query        |NEW               |
|2825186338  |Approve      |NEW               |
|2825186445  |Approve      |NEW               |
|2876150702  |Approve      |NEW               |
|2883046504  |Approve      |NEW               |
|2864029334  |Approve      |PRE AND POST CLAIM|
|2883046506  |Approve      |NEW               |
|2883046508  |Approve      |NEW               |
|2825186605  |Approve      |NEW               |
|2883046499  |Approve      |NEW               |
|2892003155  |Approve      |NEW               |
|2876149637  |Approve      |NEW               |
|2890051469  |investigation|NEW               |
|2825186052  |Repudiation  |PRE AND POST CLAIM|
|2876149989  |Repudiation  |NEW               |
|2890051448  |Repudiation  |NEW               |
|2883046507  |Approve      |NEW               |
|2883046509  |Approve      |NEW               |
|2883046510  |Repudiation  |NEW               |
|2883046511  |Approve      |NEW               |
|2825186502  |Repudiation  |NEW               |
|2890051470  |investigation|NEW               |
|2876150220  |Approve      |NEW               |
|2825186194  |Approve      |NEW               |
|2883046512  |Approve      |NEW               |
|2876149996  |investigation|NEW               |
|2883046513  |Approve      |NEW               |
|2825186513  |Approve      |NEW               |
|2825186058  |Approve      |NEW               |
|2876150570  |Approve      |NEW               |
|2890051672  |Approve      |NEW               |
|2890051650  |investigation|NEW               |
|2825186057  |Approve      |NEW               |
|2883046514  |Approve      |NEW               |
|2890051661  |Approve      |NEW               |
|2890051699  |Approve      |NEW               |
|2890051645  |investigation|NEW               |
|2825186077  |Approve      |NEW               |
|2883046515  |Query        |NEW               |
|2883046516  |Approve      |NEW               |
|2825185940  |Query        |NEW               |
|2892003120  |Query        |NEW               |
|2825186579  |Approve      |NEW               |
|2825186576  |Approve      |NEW               |
|2883046519  |Approve      |NEW               |
|2825186286  |Approve      |NEW               |
|2825186651  |Query        |NEW               |
|2890051690  |Query        |NEW               |
|2883046518  |Approve      |NEW               |
|2883046520  |Query        |NEW               |
|2883046521  |Query        |NEW               |
|2890051340  |Query        |NEW               |
|2883046522  |Approve      |NEW               |
|2883046523  |Approve      |NEW               |
|2890050914  |Approve      |NEW               |
|2883046524  |Approve      |NEW               |
|2883046525  |Approve      |NEW               |
|2883046527  |Approve      |NEW               |
|2883046526  |Approve      |NEW               |
|2883046528  |Approve      |NEW               |
|2883046533  |Query        |NEW               |
|2883046534  |Approve      |NEW               |
|2883046530  |Approve      |NEW               |
|2883046531  |Approve      |NEW               |
|2890051193  |Approve      |NEW               |
|2825186202  |Query        |NEW               |
|2876139698  |Approve      |NEW               |
|2825186553  |Approve      |NEW               |
|2864028946  |Approve      |NEW               |
|2825186769  |Approve      |PRE AND POST CLAIM|
|2876149505  |Approve      |NEW               |
|2876150208  |Approve      |NEW               |
|2825183977  |Approve      |NEW               |
|2825186339  |Approve      |NEW               |
|2825186466  |Query        |NEW               |
|2825184120  |Query        |NEW               |
|2825186068  |Approve      |NEW               |
|2825186237  |Query        |NEW               |
|2890050273  |Approve      |NEW               |
|2883046489  |Approve      |NEW               |
|2883046585  |Approve      |NEW               |
|2883046586  |Approve      |NEW               |
|2890050432  |Approve      |NEW               |
|2890050568  |Approve      |NEW               |
|2876141535  |Approve      |NEW               |
|2890050626  |Approve      |NEW               |
|2876141598  |Approve      |NEW               |
|2876148490  |Approve      |NEW               |
|2890051215  |Approve      |NEW               |
|2892003076  |Approve      |NEW               |
|2825184762  |Approve      |NEW               |
|2825185934  |Approve      |NEW               |
|2846001859  |Approve      |NEW               |
|2825184763  |Approve      |NEW               |
|2825185813  |Approve      |NEW               |
|2876145464  |Approve      |NEW               |
|2876143736  |Approve      |NEW               |
|2876143755  |Approve      |NEW               |
|2876142985  |Approve      |NEW               |
|2890051446  |Approve      |NEW               |
|2876146154  |Approve      |NEW               |
|2876146464  |Approve      |NEW               |
|2876150828  |Approve      |PRE AND POST CLAIM|
|2890051714  |Approve      |NEW               |
|2825184285  |Approve      |NEW               |
|2876146744  |Approve      |NEW               |
|2876148770  |Approve      |NEW               |
|2876150152  |Query        |PRE AND POST CLAIM|
|2892002961  |Approve      |NEW               |
|2890051748  |Approve      |PRE AND POST CLAIM|
|2846001985  |Approve      |NEW               |
|2876147480  |Approve      |NEW               |
|2890051560  |Approve      |CLAIM REOPEN      |
|2890051729  |investigation|NEW               |
|2876143570  |Approve      |NEW               |
|2876148491  |Approve      |NEW               |
|2890051805  |Approve      |PRE AND POST CLAIM|
|2876150774  |Approve      |NEW               |
|2876146884  |Approve      |NEW               |
|2890050994  |Repudiation  |NEW               |
|2825185808  |Approve      |NEW               |
|2890051713  |investigation|NEW               |
|2876150865  |Approve      |NEW               |
|2890051695  |investigation|NEW               |
|2876150117  |investigation|NEW               |
|2876148090  |Approve      |NEW               |
|2890051669  |investigation|NEW               |
|2890051219  |investigation|NEW               |
|2876150114  |Query        |NEW               |
|2890051635  |investigation|NEW               |
|2876148163  |Approve      |NEW               |
|2876144933  |Approve      |CLAIM REOPEN      |
|2876149535  |investigation|NEW               |
|2846002084  |investigation|NEW               |
|2876150103  |Approve      |NEW               |
|2876145358  |Approve      |CLAIM REOPEN      |
|2890051577  |investigation|NEW               |
|2846002180  |Approve      |PRE AND POST CLAIM|
|2876150072  |Repudiation  |NEW               |
|2883046535  |Approve      |CLAIM REOPEN      |
|2876149638  |Repudiation  |NEW               |
|2883046536  |Approve      |CLAIM REOPEN      |
|2883046532  |Approve      |CLAIM REOPEN      |
|2883046537  |Approve      |CLAIM REOPEN      |
|2890051420  |Approve      |NEW               |
|2846002160  |Repudiation  |NEW               |
|2883046538  |Approve      |CLAIM REOPEN      |
|2883046539  |Approve      |CLAIM REOPEN      |
|2883046545  |Approve      |CLAIM REOPEN      |
|2864029309  |Approve      |CLAIM REOPEN      |
|2883046546  |Approve      |CLAIM REOPEN      |
|2883046547  |Approve      |CLAIM REOPEN      |
|2883046548  |Approve      |CLAIM REOPEN      |
|2883046549  |Approve      |CLAIM REOPEN      |
|2890051718  |Approve      |NEW               |
|2883046551  |Approve      |CLAIM REOPEN      |
|2883046552  |Approve      |CLAIM REOPEN      |
|2876149684  |investigation|NEW               |
|2846002004  |investigation|NEW               |
